Season,Episode,Category,Value,Question,Answer
40,8930,LET'S GO TO THE GEOPARK,"DD: $8,000",A geopark named for these people is located on the north coast of Spain near the French border,the Basques
40,8930,"MUSIC, MUSIC EVERYWHERE",$1000,"The musical term performedhereis called diminuendo or this, the negative of another term",decrescendo
40,8930,DOWNLOADING SOME APPS,$1000,"Simple to prepare if you have bread & crackers,thesehors d'oeuvres with a fancy French name, can be tiny, open-faced sandwiches",canapé
40,8930,WHAT'S THAT SONG?,$1000,"Fleetwood Mac:""Rings like a bell through the night""","""Rhiannon"""
40,8930,FROM RIDICULOUS TO SUBLIME,$1000,"A Beatitude says, ""Blessed are they which do hunger and thirst after"" this quality",righteousness
40,8930,MORE THAN 2 EYES,$1000,"Also called fan shells or comb shells,thesemollusks can have up to 200 eyes",a scallop
40,8930,HISTORY'S MYSTERIES,$400,Physician William Gull & artist Walter Sickert have been accused of being this London killer,Jack the Ripper
40,8930,SHAKESPEARE BEFORE & AFTER,$400,"""I come to bury"" this play, not to praise it, then send it to Vegas to become a casino",Julius Caesar's Palace
40,8930,18th CENTURY SCIENCE & TECHNOLOGY,$400,"In the 1780s it was shown that inflammable air & dephlogisticated air, now known as these 2 elements, make up water",hydrogen & oxygen
40,8930,PRISONS,$400,"ADX Florence, the only federal supermax, is called the Alcatraz of these mountains that inmates don't get to see much of",the Rockies
40,8930,POP CULTURE LICENSE PLATES,$400,The license plateECTO-1appears in movies featuring this title team,the Ghostbusters
40,8930,MORE THAN 2 I's,$400,It's been called the most era-defining look of the 1960s,a miniskirt
40,8930,HISTORY'S MYSTERIES,$800,"It's said when this leader died in 1227, those who carried his body to a hidden tomb were killed, & later those killers were also killed",Genghis Khan
40,8930,SHAKESPEARE BEFORE & AFTER,$800,Beatrice & Benedick discover a Sinead O'Connor No. 1 hit,Much Ado about Nothing Compares 2 U
40,8930,18th CENTURY SCIENCE & TECHNOLOGY,$800,"In 1794 Eli Whitney received a patent for this, greatly increasing production in the South",the cotton gin
40,8930,PRISONS,$800,Merle Haggard & Charles Manson both did time in this prison that's about 15 miles north of San Francisco,San Quentin
40,8930,POP CULTURE LICENSE PLATES,$800,"In a TV theme song, Will Smith raps that he ""whistled for a cab &, when it came near, the license plate said"" this",Fresh
40,8930,MORE THAN 2 I's,$800,"With 4, it leads the pack in the multiple I category in words in the Pledge of Allegiance",indivisible
40,8930,HISTORY'S MYSTERIES,$1200,"Spanish for ""the gilded one"", it was imagined to be a city, a lake or a king",El Dorado
40,8930,SHAKESPEARE BEFORE & AFTER,$1200,A 1994 royal Disney film with serious uncle/nephew issues becomes a royal tragedy with serious daddy/ daughter issues,The Lion King Lear
40,8930,18th CENTURY SCIENCE & TECHNOLOGY,$1200,"The 1740s brought the first electrical capacitor, this ""jar"" named for a Dutch city",a Leyden jar
40,8930,PRISONS,$1200,"Dubious Russian charges of espionage have put Evan Gershkovich, a reporter for this newspaper, in Lefortovo Prison",The Wall Street Journal
40,8930,POP CULTURE LICENSE PLATES,$1200,"In the 1996 live-action version of this animated film, the villain drives a car with the license plate ""DEV IL""",101 Dalmatians
40,8930,MORE THAN 2 I's,$1200,The Grolier Club & the Sociétés des amis des livres are designed for these tome geeks,bibliophiles
40,8930,HISTORY'S MYSTERIES,$1600,"In 1959 Igor Dyatlov & 8 others were killed by a ""compelling natural force"" while camping in these Eurasian mountains in Russia",the Ural Mountains
40,8930,SHAKESPEARE BEFORE & AFTER,$1600,"A Puck-ish play goes top 10 in 1976 singing, ""I believe you can get me through the night""",A Midsummer Night's Dream Weaver
40,8930,18th CENTURY SCIENCE & TECHNOLOGY,"DD: $4,000","While a professor of astronomy at Uppsala University, he came up with his famous temperature scale",Celsius
40,8930,PRISONS,,,
40,8930,POP CULTURE LICENSE PLATES,$1600,"The opening credits of this TV series give a glimpse of theNew Mexico license plate of ""LWYRUP""",Better Call Saul
40,8930,MORE THAN 2 I's,$1600,"The name of this chemical element is derived from Greek for ""rainbow""",iridium
40,8930,HISTORY'S MYSTERIES,"DD: $2,000","Menelik, a son of Solomon, is said to have brought this lost artifact to Aksum in Ethiopia; tradition maintains it's still there",the Ark of the Covenant
40,8930,SHAKESPEARE BEFORE & AFTER,$2000,A triply alliterative comedy turns into what Gertrude Stein ended up dubbing a group of writers,Love's Labour's Lost Generation
40,8930,18th CENTURY SCIENCE & TECHNOLOGY,$2000,"Following his experiments with frogs, he published an essay ""On the Effect of Electricity on Muscular Motion""",Luigi Galvani
40,8930,PRISONS,,,
40,8930,POP CULTURE LICENSE PLATES,$2000,"The 1991 Emmy for Best Drama went to this legal series whose title, a total of 5 letters, is on a license plate in the show's opening",L.A. Law
40,8930,MORE THAN 2 I's,$2000,A quartet of I's is present & accounted for in this word for a strict drill sergeant or school principal,a disciplinarian
40,8927,NURSERY RHYME CHARACTERS,$200,The sudden appearance of an arachnid frightens her off her stool,Little Miss Muffet
40,8927,THE PLANETS,$200,Sunlight reaches this planet in less than 4 minutes & is about 7 times as bright as received on Earth,Mercury
40,8927,WORDS WITH SILENT CONSONANTS,$200,Each finger has 3 of these; the thumb has 2,knuckles
40,8927,THAT'S BANANAS,$200,"Bananas are a healthy source of fiber, antioxidants, vitamins & this indispensable chemical element with the symbol K",potassium
40,8927,A RAPPER'S DELIGHT,$200,"In 2023 this former member of OutKast released the album ""New Blue Sun"" that contained no rap bars, but a lot of his passion: flutes",André 3000
40,8927,"THE FOLKS IN ""I.T.""",$200,"Before he partnered with Tina, he had what some call rock's first hit with ""Rocket 88""",Ike Turner
40,8927,NURSERY RHYME CHARACTERS,$400,Her quest to find canine sustenance in a storage cabinet ends in vain,Old Mother Hubbard
40,8927,THE PLANETS,$400,Ancient astronomers didn't know the size of this gas giant when naming it for the Roman ruler of the gods,Jupiter
40,8927,WORDS WITH SILENT CONSONANTS,$400,"Miss Cleo, by TV profession; call me now!",a psychic
40,8927,THAT'S BANANAS,$400,"Banana is a word in the language of these animated yellow sidekicks, whose banana song was in a trailer for ""Despicable Me 2""",Minions
40,8927,A RAPPER'S DELIGHT,$400,"In a video for ESPN, Lil Wayne states his love for this sport & says he feels amped after doing a ""flat ground trick off of a 50-50""",skateboarding
40,8927,"THE FOLKS IN ""I.T.""",$400,"Shehad a cameo as herself in the 1996 film ""The First Wives Club"" saying, ""Don't get mad, get everything""",Ivana Trump
40,8927,NURSERY RHYME CHARACTERS,$600,"She's misplaced her flock, but don't fret, they're bound to come back on their own",Little Bo Peep
40,8927,THE PLANETS,$600,"In Polish, this planet with 28 known moons is 2 letters shorter than in English & presents no pronunciation dilemmas",Uranus
40,8927,WORDS WITH SILENT CONSONANTS,$600,Junior lien is another term for a second one of these,a mortgage
40,8927,THAT'S BANANAS,$600,"Banana is one of the many fine flavors of this cocktail, & it's what Fredo Corleone orders in Cuba",a daiquiri
40,8927,A RAPPER'S DELIGHT,$600,Will Smith trained in this pastime with Grandmaster Maurice Ashley,chess
40,8927,"THE FOLKS IN ""I.T.""",$600,The Detroit Pistons retiredthisgreat point guard's number 11 jersey,Isiah Thomas
40,8927,NURSERY RHYME CHARACTERS,$800,His impressive hurdling skills include leaping over a taper,Jack
40,8927,THE PLANETS,$800,"Before it was discovered in 1846, scientists were able to predict its likely existence mathematically",Neptune
40,8927,WORDS WITH SILENT CONSONANTS,$800,"Scattered remnants,the space type, millions of pieces strong, is a danger to satellites",debris
40,8927,THAT'S BANANAS,$800,"""Travel & Safari Clothing Co."" were part of its name when it began in California in 1978",Banana Republic
40,8927,A RAPPER'S DELIGHT,$800,The rapper Twista has an affinity for magic & also can make his puppet Tiny Twista rap as one of these voice-throwing performers,ventriloquist
40,8927,"THE FOLKS IN ""I.T.""",$800,"Married to actress Norma Shearer, this producer & boy wonder of Hollywood died at age 37",Irving Thalberg
40,8927,NURSERY RHYME CHARACTERS,$1000,This deceitful guy made off with some small pies but learned his lesson in the end,the Knave of Hearts
40,8927,THE PLANETS,"DD: $1,000",Weak gravity there has led to the tallest-known volcanoes in the solar system,Mars
40,8927,WORDS WITH SILENT CONSONANTS,$1000,Crypts for Christians in ancient Rome,catacombs
40,8927,THAT'S BANANAS,$1000,Bananas were introduced to the U.S. at the Philadelphia Centennial Exhibition in this year,1876
40,8927,A RAPPER'S DELIGHT,$1000,In 2023 this rapper & Lando Calrissian actor opened a boba tea shop in the Silver Lake neighborhood of Los Angeles,Donald Glover
40,8927,"THE FOLKS IN ""I.T.""",$1000,"This Russian author depicted ""A Month in the Country""",Ivan Turgenev
40,8927,18th CENTURY AMERICA,$400,"The institution called the First this, founded in 1791, issued the only notes accepted for paying federal taxes",the First Bank of the United States
40,8927,A LITTLE WORLD LIT,$400,"In novels like ""Sjalfstaett Folk"", Nobel Prize winner Halldor Laxness examined life on this island",Iceland
40,8927,TIERS,$400,"Made by Fiona Cairns, Prince William & Kate's had 8 tiers",a wedding cake
40,8927,TV & MOVIE MOMS,$400,"Former Brat Packer Molly Ringwald played Mary Andrews, mom to Archie on this CW series",Riverdale
40,8927,CLOSE,$400,"Meaning ""near"", this other 4-letter word that also starts with N follows ""the end is"" on apocalyptic signs",nigh
40,8927,QUARTERS,$400,"The forbidding Rub' al-Khali, one of these covering more than a fourth of Saudi Arabia, is also called the ""Empty Quarter""",desert
40,8927,18th CENTURY AMERICA,$800,"On December 9, 1793 New York City's first daily newspaper, the American Minerva, was established by this lexicographer",Webster
40,8927,A LITTLE WORLD LIT,$800,"Khaled Hosseini looked back on his childhood in this country of his birth for his novel ""The Kite Runner""",Afghanistan
40,8927,TIERS,$800,Bobby bighair in front of you is less of a problem in a movie theater with this tiered seating that sounds like a large arena,stadium seating
40,8927,TV & MOVIE MOMS,$800,"This sitcom character was mom to Becky, Darlene & D.J.",Roseanne Conner
40,8927,CLOSE,$800,"Latin for ""closest"", it comes before Centauri in the name of a star close to us",Proxima
40,8927,QUARTERS,$800,"The fifth arrondissement is known for this ""Quarter"", so carpe diem!",the Latin Quarter
40,8927,18th CENTURY AMERICA,"DD: $4,000","Thishorse-drawn wagon named for a Pennsylvania river, was first used in the early 1700s & had a curved floor & a white canvas top",a Conestoga wagon
40,8927,A LITTLE WORLD LIT,$1200,"The devil in disguise exposes Soviet hypocrisy in Mikhail Bulgakov's ""The Master and"" her",Margarita
40,8927,TIERS,$1200,"Inspiring the Mohican people, painters & authors, Kaaterskill is a 2-tiered one of these in the Catskill Mountains",a waterfall
40,8927,TV & MOVIE MOMS,$1200,"Glynis Johns, mom to Jane & Michael in the original of this film, passed away in 2024 at age 100",Mary Poppins
40,8927,CLOSE,$1200,2 people who are close in age or who live at the same time are these 14-letter folks,contemporaries
40,8927,QUARTERS,$1200,"Seenhere, this Catalonian capital's Gothic Quarter is steeped in history",Barcelona
40,8927,18th CENTURY AMERICA,$1600,In 1787 Arthur St. Clair was appointed the first governor of this vast territory & made his headquarters in Cincinnati,the Northwest Territory
40,8927,A LITTLE WORLD LIT,$1600,"A famed pilot, this author of ""The Little Prince"", was killed on a 1944 reconnaissance flight over France",Antoine de Saint-Exupéry
40,8927,TIERS,$1600,Japan's Horyuji Temple has a 5-tiered one of these structures rebuilt around 700 A.D.,a pagoda
40,8927,TV & MOVIE MOMS,$1600,"Before her Oscar-winning role in ""Everything Everywhere All at Once"", she played the matriarch in ""Crazy Rich Asians""",(Michelle) Yeoh
40,8927,CLOSE,"DD: $2,000","It sounds ordinal, but it means soon to happen, or in another sense, frank & cooperative",forthcoming
40,8927,QUARTERS,$1600,Hats off to the Jewish quarter in this Moroccan city that can be spelled with an S or a Z at the end,Fez
40,8927,18th CENTURY AMERICA,$2000,"This Puritan minister who wrote ""The Christian Philosopher"" in 1721 was a leader in the fight for smallpox vaccinations",Cotton Mather
40,8927,A LITTLE WORLD LIT,$2000,"In the epic named for him, this Mesopotamian hero turns down a marriage proposal from Ishtar, goddess of love",Gilgamesh
40,8927,TIERS,$2000,The tiered Olympic podium debuted at the 1932 Winter Games here & local speed skater Jack Shea was the first winner atop it,Lake Placid
40,8927,TV & MOVIE MOMS,$2000,"Only 4 years older than Robin Williams, Glenn Close was cast as his feminist mom Jenny Fields in this 1982 film",The World According to Garp
40,8927,CLOSE,$2000,"A plant that grows close to the Earth, or someone who sits in the cheap theater seats",a groundling
40,8927,QUARTERS,$2000,"New Orleans' French Quarter is called this in French, meaning ""old square""",Vieux Carré
40,8926,"""ONE"" OF THOSE BOOKS",$200,"Ichthyologists, take note--this Seuss book says of other fauna, ""None of them is like another, don't ask us why, go ask your mother""","One Fish, Two Fish, Red Fish, Blue Fish"
40,8926,DEATH IN THE CAPITAL,$200,Journalist John Reed died in this city & was buried with other Bolshevik heroes,Moscow
40,8926,IT'S ALL RELATIVE,$200,"One reputed origin of this national symbol is a beef supplier to the Army who stamped his barrels ""U.S.""",Uncle Sam
